;;;;;;;;;;;;;;;;;PROMEDIO
27/06/2017 4:07;535;27/06/2017 4:07;631;27/06/2017 4:07;459;27/06/2017 4:07;557;;27/06/2017 4:07;0,101748654;27/06/2017 4:07;0,076167591;27/06/2017 4:07;0,125497217;27/06/2017 4:07;0,095502388;0,091139544
27/06/2017 4:07;534;27/06/2017 4:07;629;27/06/2017 4:07;458;27/06/2017 4:07;557;;27/06/2017 4:07;0,102038645;27/06/2017 4:07;0,076659655;27/06/2017 4:07;0,125835276;27/06/2017 4:07;0,095502388;0,091400229
27/06/2017 4:07;534;27/06/2017 4:07;631;27/06/2017 4:07;458;27/06/2017 4:08;559;;27/06/2017 4:07;0,102038645;27/06/2017 4:07;0,076167591;27/06/2017 4:07;0,125835276;27/06/2017 4:08;0,094946832;0,091051023
27/06/2017 4:07;534;27/06/2017 4:07;631;27/06/2017 4:07;458;27/06/2017 4:08;558;;27/06/2017 4:07;0,102038645;27/06/2017 4:07;0,076167591;27/06/2017 4:07;0,125835276;27/06/2017 4:08;0,095224361;0,091143532
27/06/2017 4:07;534;27/06/2017 4:07;630;27/06/2017 4:07;458;27/06/2017 4:08;557;;27/06/2017 4:07;0,102038645;27/06/2017 4:07;0,076413428;27/06/2017 4:07;0,125835276;27/06/2017 4:08;0,095502388;0,091318154
27/06/2017 4:07;533;27/06/2017 4:07;630;27/06/2017 4:08;459;27/06/2017 4:08;555;;27/06/2017 4:07;0,102329179;27/06/2017 4:07;0,076413428;27/06/2017 4:08;0,125497217;27/06/2017 4:08;0,096059942;0,09160085
27/06/2017 4:08;535;27/06/2017 4:07;629;27/06/2017 4:08;458;27/06/2017 4:08;557;;27/06/2017 4:08;0,101748654;27/06/2017 4:07;0,076659655;27/06/2017 4:08;0,125835276;27/06/2017 4:08;0,095502388;0,091303566
27/06/2017 4:08;534;27/06/2017 4:07;630;27/06/2017 4:08;457;27/06/2017 4:08;557;;27/06/2017 4:08;0,102038645;27/06/2017 4:07;0,076413428;27/06/2017 4:08;0,126174074;27/06/2017 4:08;0,095502388;0,091318154
27/06/2017 4:08;534;27/06/2017 4:08;631;27/06/2017 4:08;456;27/06/2017 4:08;559;;27/06/2017 4:08;0,102038645;27/06/2017 4:08;0,076167591;27/06/2017 4:08;0,126513615;27/06/2017 4:08;0,094946832;0,091051023
27/06/2017 4:08;532;27/06/2017 4:08;631;27/06/2017 4:08;458;27/06/2017 4:08;558;;27/06/2017 4:08;0,102620259;27/06/2017 4:08;0,076167591;27/06/2017 4:08;0,125835276;27/06/2017 4:08;0,095224361;0,091337404
27/06/2017 4:08;534;27/06/2017 4:08;630;27/06/2017 4:08;458;27/06/2017 4:08;557;;27/06/2017 4:08;0,102038645;27/06/2017 4:08;0,076413428;27/06/2017 4:08;0,125835276;27/06/2017 4:08;0,095502388;0,091318154
27/06/2017 4:08;534;27/06/2017 4:08;629;27/06/2017 4:08;460;27/06/2017 4:08;556;;27/06/2017 4:08;0,102038645;27/06/2017 4:08;0,076659655;27/06/2017 4:08;0,125159894;27/06/2017 4:08;0,095780914;0,091493072
27/06/2017 4:08;536;27/06/2017 4:08;631;27/06/2017 4:08;459;27/06/2017 4:08;555;;27/06/2017 4:08;0,101459205;27/06/2017 4:08;0,076167591;27/06/2017 4:08;0,125497217;27/06/2017 4:08;0,096059942;0,091228913
27/06/2017 4:08;534;27/06/2017 4:08;630;27/06/2017 4:08;458;27/06/2017 4:08;557;;27/06/2017 4:08;0,102038645;27/06/2017 4:08;0,076413428;27/06/2017 4:08;0,125835276;27/06/2017 4:08;0,095502388;0,091318154
27/06/2017 4:08;534;27/06/2017 4:08;631;27/06/2017 4:08;458;27/06/2017 4:09;558;;27/06/2017 4:08;0,102038645;27/06/2017 4:08;0,076167591;27/06/2017 4:08;0,125835276;27/06/2017 4:09;0,095224361;0,091143532
27/06/2017 4:08;533;27/06/2017 4:08;630;27/06/2017 4:08;456;27/06/2017 4:09;559;;27/06/2017 4:08;0,102329179;27/06/2017 4:08;0,076413428;27/06/2017 4:08;0,126513615;27/06/2017 4:09;0,094946832;0,091229813
27/06/2017 4:08;532;27/06/2017 4:08;630;27/06/2017 4:08;458;27/06/2017 4:09;557;;27/06/2017 4:08;0,102620259;27/06/2017 4:08;0,076413428;27/06/2017 4:08;0,125835276;27/06/2017 4:09;0,095502388;0,091512025
27/06/2017 4:08;534;27/06/2017 4:08;630;27/06/2017 4:09;458;27/06/2017 4:09;556;;27/06/2017 4:08;0,102038645;27/06/2017 4:08;0,076413428;27/06/2017 4:09;0,125835276;27/06/2017 4:09;0,095780914;0,091410996
27/06/2017 4:09;535;27/06/2017 4:08;628;27/06/2017 4:09;459;27/06/2017 4:09;557;;27/06/2017 4:09;0,101748654;27/06/2017 4:08;0,076906274;27/06/2017 4:09;0,125497217;27/06/2017 4:09;0,095502388;0,091385772
27/06/2017 4:09;536;27/06/2017 4:08;630;27/06/2017 4:09;458;27/06/2017 4:09;557;;27/06/2017 4:09;0,101459205;27/06/2017 4:08;0,076413428;27/06/2017 4:09;0,125835276;27/06/2017 4:09;0,095502388;0,091125007
27/06/2017 4:09;534;27/06/2017 4:09;631;27/06/2017 4:09;456;27/06/2017 4:09;558;;27/06/2017 4:09;0,102038645;27/06/2017 4:09;0,076167591;27/06/2017 4:09;0,126513615;27/06/2017 4:09;0,095224361;0,091143532
27/06/2017 4:09;533;27/06/2017 4:09;631;27/06/2017 4:09;458;27/06/2017 4:09;557;;27/06/2017 4:09;0,102329179;27/06/2017 4:09;0,076167591;27/06/2017 4:09;0,125835276;27/06/2017 4:09;0,095502388;0,091333053
27/06/2017 4:09;534;27/06/2017 4:09;631;27/06/2017 4:09;459;27/06/2017 4:09;556;;27/06/2017 4:09;0,102038645;27/06/2017 4:09;0,076167591;27/06/2017 4:09;0,125497217;27/06/2017 4:09;0,095780914;0,09132905
27/06/2017 4:09;535;27/06/2017 4:09;631;27/06/2017 4:09;459;27/06/2017 4:09;558;;27/06/2017 4:09;0,101748654;27/06/2017 4:09;0,076167591;27/06/2017 4:09;0,125497217;27/06/2017 4:09;0,095224361;0,091046869
27/06/2017 4:09;536;27/06/2017 4:09;630;27/06/2017 4:09;457;27/06/2017 4:09;557;;27/06/2017 4:09;0,101459205;27/06/2017 4:09;0,076413428;27/06/2017 4:09;0,126174074;27/06/2017 4:09;0,095502388;0,091125007
27/06/2017 4:09;534;27/06/2017 4:09;631;27/06/2017 4:09;457;27/06/2017 4:09;558;;27/06/2017 4:09;0,102038645;27/06/2017 4:09;0,076167591;27/06/2017 4:09;0,126174074;27/06/2017 4:09;0,095224361;0,091143532
27/06/2017 4:09;534;27/06/2017 4:09;631;27/06/2017 4:09;458;27/06/2017 4:10;557;;27/06/2017 4:09;0,102038645;27/06/2017 4:09;0,076167591;27/06/2017 4:09;0,125835276;27/06/2017 4:10;0,095502388;0,091236208
27/06/2017 4:09;533;27/06/2017 4:09;631;27/06/2017 4:09;459;27/06/2017 4:10;554;;27/06/2017 4:09;0,102329179;27/06/2017 4:09;0,076167591;27/06/2017 4:09;0,125497217;27/06/2017 4:10;0,096339474;0,091612081
27/06/2017 4:09;535;27/06/2017 4:09;631;27/06/2017 4:09;460;27/06/2017 4:10;557;;27/06/2017 4:09;0,101748654;27/06/2017 4:09;0,076167591;27/06/2017 4:09;0,125159894;27/06/2017 4:10;0,095502388;0,091139544
27/06/2017 4:09;535;27/06/2017 4:09;631;27/06/2017 4:10;458;27/06/2017 4:10;559;;27/06/2017 4:09;0,101748654;27/06/2017 4:09;0,076167591;27/06/2017 4:10;0,125835276;27/06/2017 4:10;0,094946832;0,090954359
27/06/2017 4:10;534;27/06/2017 4:09;631;27/06/2017 4:10;456;27/06/2017 4:10;557;;27/06/2017 4:10;0,102038645;27/06/2017 4:09;0,076167591;27/06/2017 4:10;0,126513615;27/06/2017 4:10;0,095502388;0,091236208
27/06/2017 4:10;532;27/06/2017 4:09;631;27/06/2017 4:10;458;27/06/2017 4:10;555;;27/06/2017 4:10;0,102620259;27/06/2017 4:09;0,076167591;27/06/2017 4:10;0,125835276;27/06/2017 4:10;0,096059942;0,091615931
27/06/2017 4:10;535;27/06/2017 4:10;631;27/06/2017 4:10;460;27/06/2017 4:10;557;;27/06/2017 4:10;0,101748654;27/06/2017 4:10;0,076167591;27/06/2017 4:10;0,125159894;27/06/2017 4:10;0,095502388;0,091139544
27/06/2017 4:10;536;27/06/2017 4:10;629;27/06/2017 4:10;457;27/06/2017 4:10;559;;27/06/2017 4:10;0,101459205;27/06/2017 4:10;0,076659655;27/06/2017 4:10;0,126174074;27/06/2017 4:10;0,094946832;0,091021897
27/06/2017 4:10;534;27/06/2017 4:10;631;27/06/2017 4:10;457;27/06/2017 4:10;558;;27/06/2017 4:10;0,102038645;27/06/2017 4:10;0,076167591;27/06/2017 4:10;0,126174074;27/06/2017 4:10;0,095224361;0,091143532
27/06/2017 4:10;534;27/06/2017 4:10;632;27/06/2017 4:10;459;27/06/2017 4:10;556;;27/06/2017 4:10;0,102038645;27/06/2017 4:10;0,075922144;27/06/2017 4:10;0,125497217;27/06/2017 4:10;0,095780914;0,091247234
27/06/2017 4:10;534;27/06/2017 4:10;631;27/06/2017 4:10;459;27/06/2017 4:10;555;;27/06/2017 4:10;0,102038645;27/06/2017 4:10;0,076167591;27/06/2017 4:10;0,125497217;27/06/2017 4:10;0,096059942;0,09142206
27/06/2017 4:10;535;27/06/2017 4:10;630;27/06/2017 4:10;459;27/06/2017 4:10;557;;27/06/2017 4:10;0,101748654;27/06/2017 4:10;0,076413428;27/06/2017 4:10;0,125497217;27/06/2017 4:10;0,095502388;0,09122149
27/06/2017 4:10;536;27/06/2017 4:10;631;27/06/2017 4:10;458;27/06/2017 4:11;558;;27/06/2017 4:10;0,101459205;27/06/2017 4:10;0,076167591;27/06/2017 4:10;0,125835276;27/06/2017 4:11;0,095224361;0,090950386
27/06/2017 4:10;535;27/06/2017 4:10;631;27/06/2017 4:10;456;27/06/2017 4:11;557;;27/06/2017 4:10;0,101748654;27/06/2017 4:10;0,076167591;27/06/2017 4:10;0,126513615;27/06/2017 4:11;0,095502388;0,091139544
27/06/2017 4:10;532;27/06/2017 4:10;631;27/06/2017 4:10;458;27/06/2017 4:11;555;;27/06/2017 4:10;0,102620259;27/06/2017 4:10;0,076167591;27/06/2017 4:10;0,125835276;27/06/2017 4:11;0,096059942;0,091615931
27/06/2017 4:10;535;27/06/2017 4:10;630;27/06/2017 4:11;460;27/06/2017 4:11;557;;27/06/2017 4:10;0,101748654;27/06/2017 4:10;0,076413428;27/06/2017 4:11;0,125159894;27/06/2017 4:11;0,095502388;0,09122149
27/06/2017 4:11;536;27/06/2017 4:10;629;27/06/2017 4:11;458;27/06/2017 4:11;558;;27/06/2017 4:11;0,101459205;27/06/2017 4:10;0,076659655;27/06/2017 4:11;0,125835276;27/06/2017 4:11;0,095224361;0,091114407
27/06/2017 4:11;535;27/06/2017 4:10;631;27/06/2017 4:11;456;27/06/2017 4:11;557;;27/06/2017 4:11;0,101748654;27/06/2017 4:10;0,076167591;27/06/2017 4:11;0,126513615;27/06/2017 4:11;0,095502388;0,091139544
27/06/2017 4:11;532;27/06/2017 4:11;632;27/06/2017 4:11;458;27/06/2017 4:11;557;;27/06/2017 4:11;0,102620259;27/06/2017 4:11;0,075922144;27/06/2017 4:11;0,125835276;27/06/2017 4:11;0,095502388;0,091348264
27/06/2017 4:11;535;27/06/2017 4:11;631;27/06/2017 4:11;458;27/06/2017 4:11;558;;27/06/2017 4:11;0,101748654;27/06/2017 4:11;0,076167591;27/06/2017 4:11;0,125835276;27/06/2017 4:11;0,095224361;0,091046869
27/06/2017 4:11;536;27/06/2017 4:11;628;27/06/2017 4:11;458;27/06/2017 4:11;556;;27/06/2017 4:11;0,101459205;27/06/2017 4:11;0,076906274;27/06/2017 4:11;0,125835276;27/06/2017 4:11;0,095780914;0,091382131
27/06/2017 4:11;534;27/06/2017 4:11;632;27/06/2017 4:11;457;27/06/2017 4:11;557;;27/06/2017 4:11;0,102038645;27/06/2017 4:11;0,075922144;27/06/2017 4:11;0,126174074;27/06/2017 4:11;0,095502388;0,091154392
27/06/2017 4:11;535;27/06/2017 4:11;631;27/06/2017 4:11;459;27/06/2017 4:11;559;;27/06/2017 4:11;0,101748654;27/06/2017 4:11;0,076167591;27/06/2017 4:11;0,125497217;27/06/2017 4:11;0,094946832;0,090954359
27/06/2017 4:11;537;27/06/2017 4:11;632;27/06/2017 4:11;458;27/06/2017 4:11;557;;27/06/2017 4:11;0,101170295;27/06/2017 4:11;0,075922144;27/06/2017 4:11;0,125835276;27/06/2017 4:11;0,095502388;0,090864942
27/06/2017 4:11;535;27/06/2017 4:11;633;27/06/2017 4:11;458;27/06/2017 4:12;554;;27/06/2017 4:11;0,101748654;27/06/2017 4:11;0,075677085;27/06/2017 4:11;0,125835276;27/06/2017 4:12;0,096339474;0,091255071
27/06/2017 4:11;535;27/06/2017 4:11;633;27/06/2017 4:11;460;27/06/2017 4:12;557;;27/06/2017 4:11;0,101748654;27/06/2017 4:11;0,075677085;27/06/2017 4:11;0,125159894;27/06/2017 4:12;0,095502388;0,090976042
27/06/2017 4:11;537;27/06/2017 4:11;631;27/06/2017 4:11;458;27/06/2017 4:12;557;;27/06/2017 4:11;0,101170295;27/06/2017 4:11;0,076167591;27/06/2017 4:11;0,125835276;27/06/2017 4:12;0,095502388;0,090946758
27/06/2017 4:11;535;27/06/2017 4:11;632;27/06/2017 4:12;455;27/06/2017 4:12;557;;27/06/2017 4:11;0,101748654;27/06/2017 4:11;0,075922144;27/06/2017 4:12;0,1268539;27/06/2017 4:12;0,095502388;0,091057729
27/06/2017 4:12;533;27/06/2017 4:11;632;27/06/2017 4:12;458;27/06/2017 4:12;557;;27/06/2017 4:12;0,102329179;27/06/2017 4:11;0,075922144;27/06/2017 4:12;0,125835276;27/06/2017 4:12;0,095502388;0,091251237
27/06/2017 4:12;535;27/06/2017 4:11;631;27/06/2017 4:12;459;27/06/2017 4:12;558;;27/06/2017 4:12;0,101748654;27/06/2017 4:11;0,076167591;27/06/2017 4:12;0,125497217;27/06/2017 4:12;0,095224361;0,091046869
27/06/2017 4:12;535;27/06/2017 4:12;629;27/06/2017 4:12;457;27/06/2017 4:12;557;;27/06/2017 4:12;0,101748654;27/06/2017 4:12;0,076659655;27/06/2017 4:12;0,126174074;27/06/2017 4:12;0,095502388;0,091303566
27/06/2017 4:12;535;27/06/2017 4:12;632;27/06/2017 4:12;458;27/06/2017 4:12;556;;27/06/2017 4:12;0,101748654;27/06/2017 4:12;0,075922144;27/06/2017 4:12;0,125835276;27/06/2017 4:12;0,095780914;0,091150571
27/06/2017 4:12;535;27/06/2017 4:12;632;27/06/2017 4:12;459;27/06/2017 4:12;557;;27/06/2017 4:12;0,101748654;27/06/2017 4:12;0,075922144;27/06/2017 4:12;0,125497217;27/06/2017 4:12;0,095502388;0,091057729
27/06/2017 4:12;536;27/06/2017 4:12;633;27/06/2017 4:12;458;27/06/2017 4:12;557;;27/06/2017 4:12;0,101459205;27/06/2017 4:12;0,075677085;27/06/2017 4:12;0,125835276;27/06/2017 4:12;0,095502388;0,090879559
27/06/2017 4:12;535;27/06/2017 4:12;632;27/06/2017 4:12;458;27/06/2017 4:12;556;;27/06/2017 4:12;0,101748654;27/06/2017 4:12;0,075922144;27/06/2017 4:12;0,125835276;27/06/2017 4:12;0,095780914;0,091150571
27/06/2017 4:12;534;27/06/2017 4:12;632;27/06/2017 4:12;458;27/06/2017 4:13;555;;27/06/2017 4:12;0,102038645;27/06/2017 4:12;0,075922144;27/06/2017 4:12;0,125835276;27/06/2017 4:13;0,096059942;0,091340244
27/06/2017 4:12;535;27/06/2017 4:12;631;27/06/2017 4:12;458;27/06/2017 4:13;556;;27/06/2017 4:12;0,101748654;27/06/2017 4:12;0,076167591;27/06/2017 4:12;0,125835276;27/06/2017 4:13;0,095780914;0,091232387
27/06/2017 4:12;536;27/06/2017 4:12;630;27/06/2017 4:12;458;27/06/2017 4:13;558;;27/06/2017 4:12;0,101459205;27/06/2017 4:12;0,076413428;27/06/2017 4:12;0,125835276;27/06/2017 4:13;0,095224361;0,091032331
27/06/2017 4:12;536;27/06/2017 4:12;632;27/06/2017 4:13;457;27/06/2017 4:13;556;;27/06/2017 4:12;0,101459205;27/06/2017 4:12;0,075922144;27/06/2017 4:13;0,126174074;27/06/2017 4:13;0,095780914;0,091054088
27/06/2017 4:13;534;27/06/2017 4:12;632;27/06/2017 4:13;458;27/06/2017 4:13;555;;27/06/2017 4:13;0,102038645;27/06/2017 4:12;0,075922144;27/06/2017 4:13;0,125835276;27/06/2017 4:13;0,096059942;0,091340244
27/06/2017 4:13;536;27/06/2017 4:12;631;27/06/2017 4:13;459;27/06/2017 4:13;557;;27/06/2017 4:13;0,101459205;27/06/2017 4:12;0,076167591;27/06/2017 4:13;0,125497217;27/06/2017 4:13;0,095502388;0,091043061
27/06/2017 4:13;536;27/06/2017 4:13;630;27/06/2017 4:13;458;27/06/2017 4:13;557;;27/06/2017 4:13;0,101459205;27/06/2017 4:13;0,076413428;27/06/2017 4:13;0,125835276;27/06/2017 4:13;0,095502388;0,091125007
27/06/2017 4:13;536;27/06/2017 4:13;632;27/06/2017 4:13;456;27/06/2017 4:13;556;;27/06/2017 4:13;0,101459205;27/06/2017 4:13;0,075922144;27/06/2017 4:13;0,126513615;27/06/2017 4:13;0,095780914;0,091054088
27/06/2017 4:13;534;27/06/2017 4:13;633;27/06/2017 4:13;458;27/06/2017 4:13;557;;27/06/2017 4:13;0,102038645;27/06/2017 4:13;0,075677085;27/06/2017 4:13;0,125835276;27/06/2017 4:13;0,095502388;0,091072706
27/06/2017 4:13;535;27/06/2017 4:13;632;27/06/2017 4:13;458;27/06/2017 4:13;559;;27/06/2017 4:13;0,101748654;27/06/2017 4:13;0,075922144;27/06/2017 4:13;0,125835276;27/06/2017 4:13;0,094946832;0,090872543
27/06/2017 4:13;536;27/06/2017 4:13;629;27/06/2017 4:13;457;27/06/2017 4:13;556;;27/06/2017 4:13;0,101459205;27/06/2017 4:13;0,076659655;27/06/2017 4:13;0,126174074;27/06/2017 4:13;0,095780914;0,091299925
27/06/2017 4:13;535;27/06/2017 4:13;632;27/06/2017 4:13;458;27/06/2017 4:13;554;;27/06/2017 4:13;0,101748654;27/06/2017 4:13;0,075922144;27/06/2017 4:13;0,125835276;27/06/2017 4:13;0,096339474;0,091336757
27/06/2017 4:13;535;27/06/2017 4:13;632;27/06/2017 4:13;460;27/06/2017 4:14;556;;27/06/2017 4:13;0,101748654;27/06/2017 4:13;0,075922144;27/06/2017 4:13;0,125159894;27/06/2017 4:14;0,095780914;0,091150571
27/06/2017 4:13;538;27/06/2017 4:13;631;27/06/2017 4:13;459;27/06/2017 4:14;558;;27/06/2017 4:13;0,100881923;27/06/2017 4:13;0,076167591;27/06/2017 4:13;0,125497217;27/06/2017 4:14;0,095224361;0,090757958
27/06/2017 4:13;535;27/06/2017 4:13;632;27/06/2017 4:13;457;27/06/2017 4:14;557;;27/06/2017 4:13;0,101748654;27/06/2017 4:13;0,075922144;27/06/2017 4:13;0,126174074;27/06/2017 4:14;0,095502388;0,091057729
27/06/2017 4:13;534;27/06/2017 4:13;633;27/06/2017 4:14;458;27/06/2017 4:14;556;;27/06/2017 4:13;0,102038645;27/06/2017 4:13;0,075677085;27/06/2017 4:14;0,125835276;27/06/2017 4:14;0,095780914;0,091165548
27/06/2017 4:14;537;27/06/2017 4:13;632;27/06/2017 4:14;458;27/06/2017 4:14;557;;27/06/2017 4:14;0,101170295;27/06/2017 4:13;0,075922144;27/06/2017 4:14;0,125835276;27/06/2017 4:14;0,095502388;0,090864942
27/06/2017 4:14;537;27/06/2017 4:13;630;27/06/2017 4:14;458;27/06/2017 4:14;559;;27/06/2017 4:14;0,101170295;27/06/2017 4:13;0,076413428;27/06/2017 4:14;0,125835276;27/06/2017 4:14;0,094946832;0,090843518
27/06/2017 4:14;536;27/06/2017 4:14;632;27/06/2017 4:14;456;27/06/2017 4:14;556;;27/06/2017 4:14;0,101459205;27/06/2017 4:14;0,075922144;27/06/2017 4:14;0,126513615;27/06/2017 4:14;0,095780914;0,091054088
27/06/2017 4:14;534;27/06/2017 4:14;633;27/06/2017 4:14;458;27/06/2017 4:14;556;;27/06/2017 4:14;0,102038645;27/06/2017 4:14;0,075677085;27/06/2017 4:14;0,125835276;27/06/2017 4:14;0,095780914;0,091165548
27/06/2017 4:14;536;27/06/2017 4:14;632;27/06/2017 4:14;459;27/06/2017 4:14;556;;27/06/2017 4:14;0,101459205;27/06/2017 4:14;0,075922144;27/06/2017 4:14;0,125497217;27/06/2017 4:14;0,095780914;0,091054088
27/06/2017 4:14;537;27/06/2017 4:14;631;27/06/2017 4:14;458;27/06/2017 4:14;560;;27/06/2017 4:14;0,101170295;27/06/2017 4:14;0,076167591;27/06/2017 4:14;0,125835276;27/06/2017 4:14;0,094669799;0,090669228
27/06/2017 4:14;536;27/06/2017 4:14;633;27/06/2017 4:14;457;27/06/2017 4:14;557;;27/06/2017 4:14;0,101459205;27/06/2017 4:14;0,075677085;27/06/2017 4:14;0,126174074;27/06/2017 4:14;0,095502388;0,090879559
27/06/2017 4:14;535;27/06/2017 4:14;633;27/06/2017 4:14;458;27/06/2017 4:14;554;;27/06/2017 4:14;0,101748654;27/06/2017 4:14;0,075677085;27/06/2017 4:14;0,125835276;27/06/2017 4:14;0,096339474;0,091255071
27/06/2017 4:14;535;27/06/2017 4:14;632;27/06/2017 4:14;461;27/06/2017 4:15;557;;27/06/2017 4:14;0,101748654;27/06/2017 4:14;0,075922144;27/06/2017 4:14;0,124823303;27/06/2017 4:15;0,095502388;0,091057729
27/06/2017 4:14;539;27/06/2017 4:14;632;27/06/2017 4:14;459;27/06/2017 4:15;557;;27/06/2017 4:14;0,100594087;27/06/2017 4:14;0,075922144;27/06/2017 4:14;0,125497217;27/06/2017 4:15;0,095502388;0,090672873
27/06/2017 4:14;536;27/06/2017 4:14;632;27/06/2017 4:14;456;27/06/2017 4:15;557;;27/06/2017 4:14;0,101459205;27/06/2017 4:14;0,075922144;27/06/2017 4:14;0,126513615;27/06/2017 4:15;0,095502388;0,090961246
27/06/2017 4:14;534;27/06/2017 4:14;636;27/06/2017 4:15;458;27/06/2017 4:15;556;;27/06/2017 4:14;0,102038645;27/06/2017 4:14;0,074944223;27/06/2017 4:15;0,125835276;27/06/2017 4:15;0,095780914;0,090921261
27/06/2017 4:15;536;27/06/2017 4:14;633;27/06/2017 4:15;458;27/06/2017 4:15;556;;27/06/2017 4:15;0,101459205;27/06/2017 4:14;0,075677085;27/06/2017 4:15;0,125835276;27/06/2017 4:15;0,095780914;0,090972401
27/06/2017 4:15;537;27/06/2017 4:14;630;27/06/2017 4:15;458;27/06/2017 4:15;557;;27/06/2017 4:15;0,101170295;27/06/2017 4:14;0,076413428;27/06/2017 4:15;0,125835276;27/06/2017 4:15;0,095502388;0,091028704
27/06/2017 4:15;537;27/06/2017 4:15;632;27/06/2017 4:15;458;27/06/2017 4:15;556;;27/06/2017 4:15;0,101170295;27/06/2017 4:15;0,075922144;27/06/2017 4:15;0,125835276;27/06/2017 4:15;0,095780914;0,090957785
27/06/2017 4:15;536;27/06/2017 4:15;632;27/06/2017 4:15;457;27/06/2017 4:15;556;;27/06/2017 4:15;0,101459205;27/06/2017 4:15;0,075922144;27/06/2017 4:15;0,126174074;27/06/2017 4:15;0,095780914;0,091054088
27/06/2017 4:15;536;27/06/2017 4:15;632;27/06/2017 4:15;459;27/06/2017 4:15;557;;27/06/2017 4:15;0,101459205;27/06/2017 4:15;0,075922144;27/06/2017 4:15;0,125497217;27/06/2017 4:15;0,095502388;0,090961246
27/06/2017 4:15;537;27/06/2017 4:15;632;27/06/2017 4:15;458;27/06/2017 4:15;559;;27/06/2017 4:15;0,101170295;27/06/2017 4:15;0,075922144;27/06/2017 4:15;0,125835276;27/06/2017 4:15;0,094946832;0,090679757
27/06/2017 4:15;536;27/06/2017 4:15;633;27/06/2017 4:15;458;27/06/2017 4:15;557;;27/06/2017 4:15;0,101459205;27/06/2017 4:15;0,075677085;27/06/2017 4:15;0,125835276;27/06/2017 4:15;0,095502388;0,090879559
27/06/2017 4:15;536;27/06/2017 4:15;633;27/06/2017 4:15;457;27/06/2017 4:15;555;;27/06/2017 4:15;0,101459205;27/06/2017 4:15;0,075677085;27/06/2017 4:15;0,126174074;27/06/2017 4:15;0,096059942;0,091065411
27/06/2017 4:15;537;27/06/2017 4:15;632;27/06/2017 4:15;459;27/06/2017 4:16;557;;27/06/2017 4:15;0,101170295;27/06/2017 4:15;0,075922144;27/06/2017 4:15;0,125497217;27/06/2017 4:16;0,095502388;0,090864942
27/06/2017 4:15;539;27/06/2017 4:15;632;27/06/2017 4:15;458;27/06/2017 4:16;559;;27/06/2017 4:15;0,100594087;27/06/2017 4:15;0,075922144;27/06/2017 4:15;0,125835276;27/06/2017 4:16;0,094946832;0,090487687
27/06/2017 4:15;537;27/06/2017 4:15;632;27/06/2017 4:15;458;27/06/2017 4:16;556;;27/06/2017 4:15;0,101170295;27/06/2017 4:15;0,075922144;27/06/2017 4:15;0,125835276;27/06/2017 4:16;0,095780914;0,090957785
27/06/2017 4:15;537;27/06/2017 4:15;635;27/06/2017 4:16;458;27/06/2017 4:16;556;;27/06/2017 4:15;0,101170295;27/06/2017 4:15;0,075188125;27/06/2017 4:16;0,125835276;27/06/2017 4:16;0,095780914;0,090713112
27/06/2017 4:16;536;27/06/2017 4:15;633;27/06/2017 4:16;459;27/06/2017 4:16;557;;27/06/2017 4:16;0,101459205;27/06/2017 4:15;0,075677085;27/06/2017 4:16;0,125497217;27/06/2017 4:16;0,095502388;0,090879559
27/06/2017 4:16;537;27/06/2017 4:15;632;27/06/2017 4:16;458;27/06/2017 4:16;560;;27/06/2017 4:16;0,101170295;27/06/2017 4:15;0,075922144;27/06/2017 4:16;0,125835276;27/06/2017 4:16;0,094669799;0,090587413
27/06/2017 4:16;536;27/06/2017 4:16;633;27/06/2017 4:16;457;27/06/2017 4:16;556;;27/06/2017 4:16;0,101459205;27/06/2017 4:16;0,075677085;27/06/2017 4:16;0,126174074;27/06/2017 4:16;0,095780914;0,090972401
27/06/2017 4:16;535;27/06/2017 4:16;633;27/06/2017 4:16;457;27/06/2017 4:16;555;;27/06/2017 4:16;0,101748654;27/06/2017 4:16;0,075677085;27/06/2017 4:16;0,126174074;27/06/2017 4:16;0,096059942;0,091161894
27/06/2017 4:16;537;27/06/2017 4:16;633;27/06/2017 4:16;460;27/06/2017 4:16;556;;27/06/2017 4:16;0,101170295;27/06/2017 4:16;0,075677085;27/06/2017 4:16;0,125159894;27/06/2017 4:16;0,095780914;0,090876098
27/06/2017 4:16;539;27/06/2017 4:16;633;27/06/2017 4:16;458;27/06/2017 4:16;560;;27/06/2017 4:16;0,100594087;27/06/2017 4:16;0,075677085;27/06/2017 4:16;0,125835276;27/06/2017 4:16;0,094669799;0,090313657
27/06/2017 4:16;537;27/06/2017 4:16;633;27/06/2017 4:16;458;27/06/2017 4:16;557;;27/06/2017 4:16;0,101170295;27/06/2017 4:16;0,075677085;27/06/2017 4:16;0,125835276;27/06/2017 4:16;0,095502388;0,090783256
27/06/2017 4:16;536;27/06/2017 4:16;636;27/06/2017 4:16;458;27/06/2017 4:16;555;;27/06/2017 4:16;0,101459205;27/06/2017 4:16;0,074944223;27/06/2017 4:16;0,125835276;27/06/2017 4:16;0,096059942;0,090821123
27/06/2017 4:16;537;27/06/2017 4:16;633;27/06/2017 4:16;460;27/06/2017 4:17;556;;27/06/2017 4:16;0,101170295;27/06/2017 4:16;0,075677085;27/06/2017 4:16;0,125159894;27/06/2017 4:17;0,095780914;0,090876098
