;;;;;;;;;;;;;;;;;PROMEDIO
26/06/2017 22:04;397;26/06/2017 22:03;445;26/06/2017 22:04;460;26/06/2017 22:04;422;;26/06/2017 22:04;0,147989876;26/06/2017 22:03;0,130298486;26/06/2017 22:04;0,125159894;26/06/2017 22:04;0,138524176;0,138937513
26/06/2017 22:04;396;26/06/2017 22:03;444;26/06/2017 22:04;461;26/06/2017 22:04;421;;26/06/2017 22:04;0,148380797;26/06/2017 22:03;0,130647193;26/06/2017 22:04;0,124823303;26/06/2017 22:04;0,138891911;0,139306634
26/06/2017 22:04;397;26/06/2017 22:04;443;26/06/2017 22:04;461;26/06/2017 22:04;419;;26/06/2017 22:04;0,147989876;26/06/2017 22:04;0,130996686;26/06/2017 22:04;0,124823303;26/06/2017 22:04;0,139630007;0,139538857
26/06/2017 22:04;397;26/06/2017 22:04;442;26/06/2017 22:04;463;26/06/2017 22:04;418;;26/06/2017 22:04;0,147989876;26/06/2017 22:04;0,131346968;26/06/2017 22:04;0,124152307;26/06/2017 22:04;0,140000378;0,139779074
26/06/2017 22:04;400;26/06/2017 22:04;444;26/06/2017 22:04;462;26/06/2017 22:04;419;;26/06/2017 22:04;0,146822995;26/06/2017 22:04;0,130647193;26/06/2017 22:04;0,124487442;26/06/2017 22:04;0,139630007;0,139033398
26/06/2017 22:04;398;26/06/2017 22:04;443;26/06/2017 22:04;462;26/06/2017 22:04;419;;26/06/2017 22:04;0,147599939;26/06/2017 22:04;0,130996686;26/06/2017 22:04;0,124487442;26/06/2017 22:04;0,139630007;0,139408877
26/06/2017 22:04;398;26/06/2017 22:04;444;26/06/2017 22:04;461;26/06/2017 22:04;421;;26/06/2017 22:04;0,147599939;26/06/2017 22:04;0,130647193;26/06/2017 22:04;0,124823303;26/06/2017 22:04;0,138891911;0,139046348
26/06/2017 22:04;396;26/06/2017 22:04;443;26/06/2017 22:04;461;26/06/2017 22:04;420;;26/06/2017 22:04;0,148380797;26/06/2017 22:04;0,130996686;26/06/2017 22:04;0,124823303;26/06/2017 22:04;0,13926052;0,139546001
26/06/2017 22:04;398;26/06/2017 22:04;444;26/06/2017 22:04;461;26/06/2017 22:05;418;;26/06/2017 22:04;0,147599939;26/06/2017 22:04;0,130647193;26/06/2017 22:04;0,124823303;26/06/2017 22:05;0,140000378;0,139415837
26/06/2017 22:04;398;26/06/2017 22:04;443;26/06/2017 22:04;463;26/06/2017 22:05;420;;26/06/2017 22:04;0,147599939;26/06/2017 22:04;0,130996686;26/06/2017 22:04;0,124152307;26/06/2017 22:05;0,13926052;0,139285715
26/06/2017 22:04;400;26/06/2017 22:04;443;26/06/2017 22:04;461;26/06/2017 22:05;422;;26/06/2017 22:04;0,146822995;26/06/2017 22:04;0,130996686;26/06/2017 22:04;0,124823303;26/06/2017 22:05;0,138524176;0,138781286
26/06/2017 22:04;398;26/06/2017 22:04;443;26/06/2017 22:05;461;26/06/2017 22:05;419;;26/06/2017 22:04;0,147599939;26/06/2017 22:04;0,130996686;26/06/2017 22:05;0,124823303;26/06/2017 22:05;0,139630007;0,139408877
26/06/2017 22:05;398;26/06/2017 22:04;447;26/06/2017 22:05;461;26/06/2017 22:05;418;;26/06/2017 22:05;0,147599939;26/06/2017 22:04;0,129603418;26/06/2017 22:05;0,124823303;26/06/2017 22:05;0,140000378;0,139067912
26/06/2017 22:05;398;26/06/2017 22:04;444;26/06/2017 22:05;464;26/06/2017 22:05;420;;26/06/2017 22:05;0,147599939;26/06/2017 22:04;0,130647193;26/06/2017 22:05;0,123817894;26/06/2017 22:05;0,13926052;0,139169217
26/06/2017 22:05;400;26/06/2017 22:05;443;26/06/2017 22:05;462;26/06/2017 22:05;420;;26/06/2017 22:05;0,146822995;26/06/2017 22:05;0,130996686;26/06/2017 22:05;0,124487442;26/06/2017 22:05;0,13926052;0,139026734
26/06/2017 22:05;399;26/06/2017 22:05;443;26/06/2017 22:05;461;26/06/2017 22:05;420;;26/06/2017 22:05;0,14721098;26/06/2017 22:05;0,130996686;26/06/2017 22:05;0,124823303;26/06/2017 22:05;0,13926052;0,139156062
26/06/2017 22:05;397;26/06/2017 22:05;446;26/06/2017 22:05;461;26/06/2017 22:05;420;;26/06/2017 22:05;0,147989876;26/06/2017 22:05;0,129950562;26/06/2017 22:05;0,124823303;26/06/2017 22:05;0,13926052;0,139066986
26/06/2017 22:05;398;26/06/2017 22:05;444;26/06/2017 22:05;462;26/06/2017 22:05;418;;26/06/2017 22:05;0,147599939;26/06/2017 22:05;0,130647193;26/06/2017 22:05;0,124487442;26/06/2017 22:05;0,140000378;0,139415837
26/06/2017 22:05;398;26/06/2017 22:05;443;26/06/2017 22:05;463;26/06/2017 22:05;421;;26/06/2017 22:05;0,147599939;26/06/2017 22:05;0,130996686;26/06/2017 22:05;0,124152307;26/06/2017 22:05;0,138891911;0,139162845
26/06/2017 22:05;399;26/06/2017 22:05;444;26/06/2017 22:05;462;26/06/2017 22:05;422;;26/06/2017 22:05;0,14721098;26/06/2017 22:05;0,130647193;26/06/2017 22:05;0,124487442;26/06/2017 22:05;0,138524176;0,138794117
26/06/2017 22:05;399;26/06/2017 22:05;444;26/06/2017 22:05;460;26/06/2017 22:06;420;;26/06/2017 22:05;0,14721098;26/06/2017 22:05;0,130647193;26/06/2017 22:05;0,125159894;26/06/2017 22:06;0,13926052;0,139039564
26/06/2017 22:05;397;26/06/2017 22:05;444;26/06/2017 22:05;462;26/06/2017 22:06;420;;26/06/2017 22:05;0,147989876;26/06/2017 22:05;0,130647193;26/06/2017 22:05;0,124487442;26/06/2017 22:06;0,13926052;0,139299196
26/06/2017 22:05;398;26/06/2017 22:05;444;26/06/2017 22:05;464;26/06/2017 22:06;420;;26/06/2017 22:05;0,147599939;26/06/2017 22:05;0,130647193;26/06/2017 22:05;0,123817894;26/06/2017 22:06;0,13926052;0,139169217
26/06/2017 22:05;401;26/06/2017 22:05;442;26/06/2017 22:06;461;26/06/2017 22:06;423;;26/06/2017 22:05;0,146435979;26/06/2017 22:05;0,131346968;26/06/2017 22:06;0,124823303;26/06/2017 22:06;0,138157312;0,138646753
26/06/2017 22:06;398;26/06/2017 22:05;444;26/06/2017 22:06;462;26/06/2017 22:06;421;;26/06/2017 22:06;0,147599939;26/06/2017 22:05;0,130647193;26/06/2017 22:06;0,124487442;26/06/2017 22:06;0,138891911;0,139046348
26/06/2017 22:06;399;26/06/2017 22:05;446;26/06/2017 22:06;462;26/06/2017 22:06;418;;26/06/2017 22:06;0,14721098;26/06/2017 22:05;0,129950562;26/06/2017 22:06;0,124487442;26/06/2017 22:06;0,140000378;0,139053974
26/06/2017 22:06;398;26/06/2017 22:06;445;26/06/2017 22:06;465;26/06/2017 22:06;420;;26/06/2017 22:06;0,147599939;26/06/2017 22:06;0,130298486;26/06/2017 22:06;0,123484202;26/06/2017 22:06;0,13926052;0,139052982
26/06/2017 22:06;401;26/06/2017 22:06;444;26/06/2017 22:06;462;26/06/2017 22:06;422;;26/06/2017 22:06;0,146435979;26/06/2017 22:06;0,130647193;26/06/2017 22:06;0,124487442;26/06/2017 22:06;0,138524176;0,138535783
26/06/2017 22:06;399;26/06/2017 22:06;444;26/06/2017 22:06;461;26/06/2017 22:06;421;;26/06/2017 22:06;0,14721098;26/06/2017 22:06;0,130647193;26/06/2017 22:06;0,124823303;26/06/2017 22:06;0,138891911;0,138916695
26/06/2017 22:06;397;26/06/2017 22:06;446;26/06/2017 22:06;462;26/06/2017 22:06;420;;26/06/2017 22:06;0,147989876;26/06/2017 22:06;0,129950562;26/06/2017 22:06;0,124487442;26/06/2017 22:06;0,13926052;0,139066986
26/06/2017 22:06;399;26/06/2017 22:06;445;26/06/2017 22:06;462;26/06/2017 22:06;422;;26/06/2017 22:06;0,14721098;26/06/2017 22:06;0,130298486;26/06/2017 22:06;0,124487442;26/06/2017 22:06;0,138524176;0,138677881
26/06/2017 22:06;400;26/06/2017 22:06;442;26/06/2017 22:06;462;26/06/2017 22:06;421;;26/06/2017 22:06;0,146822995;26/06/2017 22:06;0,131346968;26/06/2017 22:06;0,124487442;26/06/2017 22:06;0,138891911;0,139020625
26/06/2017 22:06;398;26/06/2017 22:06;444;26/06/2017 22:06;462;26/06/2017 22:07;421;;26/06/2017 22:06;0,147599939;26/06/2017 22:06;0,130647193;26/06/2017 22:06;0,124487442;26/06/2017 22:07;0,138891911;0,139046348
26/06/2017 22:06;399;26/06/2017 22:06;446;26/06/2017 22:06;464;26/06/2017 22:07;422;;26/06/2017 22:06;0,14721098;26/06/2017 22:06;0,129950562;26/06/2017 22:06;0,123817894;26/06/2017 22:07;0,138524176;0,138561906
26/06/2017 22:06;402;26/06/2017 22:06;445;26/06/2017 22:06;462;26/06/2017 22:07;420;;26/06/2017 22:06;0,146049926;26/06/2017 22:06;0,130298486;26/06/2017 22:06;0,124487442;26/06/2017 22:07;0,13926052;0,138536311
26/06/2017 22:06;398;26/06/2017 22:06;444;26/06/2017 22:07;462;26/06/2017 22:07;420;;26/06/2017 22:06;0,147599939;26/06/2017 22:06;0,130647193;26/06/2017 22:07;0,124487442;26/06/2017 22:07;0,13926052;0,139169217
26/06/2017 22:07;398;26/06/2017 22:06;447;26/06/2017 22:07;463;26/06/2017 22:07;423;;26/06/2017 22:07;0,147599939;26/06/2017 22:06;0,129603418;26/06/2017 22:07;0,124152307;26/06/2017 22:07;0,138157312;0,138453556
26/06/2017 22:07;400;26/06/2017 22:06;445;26/06/2017 22:07;462;26/06/2017 22:07;421;;26/06/2017 22:07;0,146822995;26/06/2017 22:06;0,130298486;26/06/2017 22:07;0,124487442;26/06/2017 22:07;0,138891911;0,138671131
26/06/2017 22:07;399;26/06/2017 22:07;445;26/06/2017 22:07;462;26/06/2017 22:07;420;;26/06/2017 22:07;0,14721098;26/06/2017 22:07;0,130298486;26/06/2017 22:07;0,124487442;26/06/2017 22:07;0,13926052;0,138923329
26/06/2017 22:07;398;26/06/2017 22:07;446;26/06/2017 22:07;465;26/06/2017 22:07;423;;26/06/2017 22:07;0,147599939;26/06/2017 22:07;0,129950562;26/06/2017 22:07;0,123484202;26/06/2017 22:07;0,138157312;0,138569271
26/06/2017 22:07;402;26/06/2017 22:07;445;26/06/2017 22:07;462;26/06/2017 22:07;421;;26/06/2017 22:07;0,146049926;26/06/2017 22:07;0,130298486;26/06/2017 22:07;0,124487442;26/06/2017 22:07;0,138891911;0,138413441
26/06/2017 22:07;399;26/06/2017 22:07;445;26/06/2017 22:07;461;26/06/2017 22:07;420;;26/06/2017 22:07;0,14721098;26/06/2017 22:07;0,130298486;26/06/2017 22:07;0,124823303;26/06/2017 22:07;0,13926052;0,138923329
26/06/2017 22:07;399;26/06/2017 22:07;448;26/06/2017 22:07;463;26/06/2017 22:07;421;;26/06/2017 22:07;0,14721098;26/06/2017 22:07;0,129257049;26/06/2017 22:07;0,124152307;26/06/2017 22:07;0,138891911;0,138453313
26/06/2017 22:07;400;26/06/2017 22:07;445;26/06/2017 22:07;462;26/06/2017 22:07;421;;26/06/2017 22:07;0,146822995;26/06/2017 22:07;0,130298486;26/06/2017 22:07;0,124487442;26/06/2017 22:07;0,138891911;0,138671131
26/06/2017 22:07;400;26/06/2017 22:07;444;26/06/2017 22:07;461;26/06/2017 22:08;419;;26/06/2017 22:07;0,146822995;26/06/2017 22:07;0,130647193;26/06/2017 22:07;0,124823303;26/06/2017 22:08;0,139630007;0,139033398
26/06/2017 22:07;397;26/06/2017 22:07;446;26/06/2017 22:07;462;26/06/2017 22:08;422;;26/06/2017 22:07;0,147989876;26/06/2017 22:07;0,129950562;26/06/2017 22:07;0,124487442;26/06/2017 22:08;0,138524176;0,138821538
26/06/2017 22:07;400;26/06/2017 22:07;445;26/06/2017 22:07;462;26/06/2017 22:08;421;;26/06/2017 22:07;0,146822995;26/06/2017 22:07;0,130298486;26/06/2017 22:07;0,124487442;26/06/2017 22:08;0,138891911;0,138671131
26/06/2017 22:07;399;26/06/2017 22:07;444;26/06/2017 22:08;460;26/06/2017 22:08;420;;26/06/2017 22:07;0,14721098;26/06/2017 22:07;0,130647193;26/06/2017 22:08;0,125159894;26/06/2017 22:08;0,13926052;0,139039564
26/06/2017 22:08;398;26/06/2017 22:07;445;26/06/2017 22:08;462;26/06/2017 22:08;421;;26/06/2017 22:08;0,147599939;26/06/2017 22:07;0,130298486;26/06/2017 22:08;0,124487442;26/06/2017 22:08;0,138891911;0,138930112
26/06/2017 22:08;400;26/06/2017 22:07;446;26/06/2017 22:08;462;26/06/2017 22:08;422;;26/06/2017 22:08;0,146822995;26/06/2017 22:07;0,129950562;26/06/2017 22:08;0,124487442;26/06/2017 22:08;0,138524176;0,138432578
26/06/2017 22:08;399;26/06/2017 22:08;444;26/06/2017 22:08;462;26/06/2017 22:08;421;;26/06/2017 22:08;0,14721098;26/06/2017 22:08;0,130647193;26/06/2017 22:08;0,124487442;26/06/2017 22:08;0,138891911;0,138916695
26/06/2017 22:08;398;26/06/2017 22:08;445;26/06/2017 22:08;463;26/06/2017 22:08;422;;26/06/2017 22:08;0,147599939;26/06/2017 22:08;0,130298486;26/06/2017 22:08;0,124152307;26/06/2017 22:08;0,138524176;0,138807534
26/06/2017 22:08;399;26/06/2017 22:08;446;26/06/2017 22:08;463;26/06/2017 22:08;424;;26/06/2017 22:08;0,14721098;26/06/2017 22:08;0,129950562;26/06/2017 22:08;0,124152307;26/06/2017 22:08;0,137791314;0,138317619
26/06/2017 22:08;401;26/06/2017 22:08;445;26/06/2017 22:08;463;26/06/2017 22:08;421;;26/06/2017 22:08;0,146435979;26/06/2017 22:08;0,130298486;26/06/2017 22:08;0,124152307;26/06/2017 22:08;0,138891911;0,138542125
26/06/2017 22:08;400;26/06/2017 22:08;445;26/06/2017 22:08;462;26/06/2017 22:08;420;;26/06/2017 22:08;0,146822995;26/06/2017 22:08;0,130298486;26/06/2017 22:08;0,124487442;26/06/2017 22:08;0,13926052;0,138794
26/06/2017 22:08;400;26/06/2017 22:08;446;26/06/2017 22:08;464;26/06/2017 22:08;422;;26/06/2017 22:08;0,146822995;26/06/2017 22:08;0,129950562;26/06/2017 22:08;0,123817894;26/06/2017 22:08;0,138524176;0,138432578
26/06/2017 22:08;401;26/06/2017 22:08;445;26/06/2017 22:08;463;26/06/2017 22:09;422;;26/06/2017 22:08;0,146435979;26/06/2017 22:08;0,130298486;26/06/2017 22:08;0,124152307;26/06/2017 22:09;0,138524176;0,138419547
26/06/2017 22:08;400;26/06/2017 22:08;445;26/06/2017 22:08;461;26/06/2017 22:09;422;;26/06/2017 22:08;0,146822995;26/06/2017 22:08;0,130298486;26/06/2017 22:08;0,124823303;26/06/2017 22:09;0,138524176;0,138548553
26/06/2017 22:08;398;26/06/2017 22:08;447;26/06/2017 22:08;462;26/06/2017 22:09;421;;26/06/2017 22:08;0,147599939;26/06/2017 22:08;0,129603418;26/06/2017 22:08;0,124487442;26/06/2017 22:09;0,138891911;0,138698423
26/06/2017 22:08;400;26/06/2017 22:08;446;26/06/2017 22:09;463;26/06/2017 22:09;422;;26/06/2017 22:08;0,146822995;26/06/2017 22:08;0,129950562;26/06/2017 22:09;0,124152307;26/06/2017 22:09;0,138524176;0,138432578
26/06/2017 22:09;401;26/06/2017 22:08;444;26/06/2017 22:09;463;26/06/2017 22:09;422;;26/06/2017 22:09;0,146435979;26/06/2017 22:08;0,130647193;26/06/2017 22:09;0,124152307;26/06/2017 22:09;0,138524176;0,138535783
26/06/2017 22:09;400;26/06/2017 22:08;446;26/06/2017 22:09;463;26/06/2017 22:09;420;;26/06/2017 22:09;0,146822995;26/06/2017 22:08;0,129950562;26/06/2017 22:09;0,124152307;26/06/2017 22:09;0,13926052;0,138678026
26/06/2017 22:09;399;26/06/2017 22:09;446;26/06/2017 22:09;463;26/06/2017 22:09;422;;26/06/2017 22:09;0,14721098;26/06/2017 22:09;0,129950562;26/06/2017 22:09;0,124152307;26/06/2017 22:09;0,138524176;0,138561906
26/06/2017 22:09;400;26/06/2017 22:09;446;26/06/2017 22:09;463;26/06/2017 22:09;423;;26/06/2017 22:09;0,146822995;26/06/2017 22:09;0,129950562;26/06/2017 22:09;0,124152307;26/06/2017 22:09;0,138157312;0,13831029
26/06/2017 22:09;401;26/06/2017 22:09;445;26/06/2017 22:09;462;26/06/2017 22:09;421;;26/06/2017 22:09;0,146435979;26/06/2017 22:09;0,130298486;26/06/2017 22:09;0,124487442;26/06/2017 22:09;0,138891911;0,138542125
26/06/2017 22:09;400;26/06/2017 22:09;446;26/06/2017 22:09;463;26/06/2017 22:09;422;;26/06/2017 22:09;0,146822995;26/06/2017 22:09;0,129950562;26/06/2017 22:09;0,124152307;26/06/2017 22:09;0,138524176;0,138432578
26/06/2017 22:09;400;26/06/2017 22:09;446;26/06/2017 22:09;463;26/06/2017 22:09;422;;26/06/2017 22:09;0,146822995;26/06/2017 22:09;0,129950562;26/06/2017 22:09;0,124152307;26/06/2017 22:09;0,138524176;0,138432578
26/06/2017 22:09;402;26/06/2017 22:09;446;26/06/2017 22:09;462;26/06/2017 22:09;421;;26/06/2017 22:09;0,146049926;26/06/2017 22:09;0,129950562;26/06/2017 22:09;0,124487442;26/06/2017 22:09;0,138891911;0,138297466
26/06/2017 22:09;400;26/06/2017 22:09;446;26/06/2017 22:09;462;26/06/2017 22:10;423;;26/06/2017 22:09;0,146822995;26/06/2017 22:09;0,129950562;26/06/2017 22:09;0,124487442;26/06/2017 22:10;0,138157312;0,13831029
26/06/2017 22:09;400;26/06/2017 22:09;448;26/06/2017 22:09;464;26/06/2017 22:10;422;;26/06/2017 22:09;0,146822995;26/06/2017 22:09;0,129257049;26/06/2017 22:09;0,123817894;26/06/2017 22:10;0,138524176;0,138201407
26/06/2017 22:09;402;26/06/2017 22:09;446;26/06/2017 22:09;462;26/06/2017 22:10;420;;26/06/2017 22:09;0,146049926;26/06/2017 22:09;0,129950562;26/06/2017 22:09;0,124487442;26/06/2017 22:10;0,13926052;0,138420336
26/06/2017 22:09;400;26/06/2017 22:09;447;26/06/2017 22:10;462;26/06/2017 22:10;422;;26/06/2017 22:09;0,146822995;26/06/2017 22:09;0,129603418;26/06/2017 22:10;0,124487442;26/06/2017 22:10;0,138524176;0,138316863
26/06/2017 22:10;401;26/06/2017 22:09;447;26/06/2017 22:10;463;26/06/2017 22:10;422;;26/06/2017 22:10;0,146435979;26/06/2017 22:09;0,129603418;26/06/2017 22:10;0,124152307;26/06/2017 22:10;0,138524176;0,138187858
26/06/2017 22:10;401;26/06/2017 22:09;447;26/06/2017 22:10;461;26/06/2017 22:10;420;;26/06/2017 22:10;0,146435979;26/06/2017 22:09;0,129603418;26/06/2017 22:10;0,124823303;26/06/2017 22:10;0,13926052;0,138433305
26/06/2017 22:10;399;26/06/2017 22:10;447;26/06/2017 22:10;464;26/06/2017 22:10;425;;26/06/2017 22:10;0,14721098;26/06/2017 22:10;0,129603418;26/06/2017 22:10;0,123817894;26/06/2017 22:10;0,137426179;0,138080192
26/06/2017 22:10;401;26/06/2017 22:10;447;26/06/2017 22:10;463;26/06/2017 22:10;422;;26/06/2017 22:10;0,146435979;26/06/2017 22:10;0,129603418;26/06/2017 22:10;0,124152307;26/06/2017 22:10;0,138524176;0,138187858
26/06/2017 22:10;400;26/06/2017 22:10;446;26/06/2017 22:10;462;26/06/2017 22:10;422;;26/06/2017 22:10;0,146822995;26/06/2017 22:10;0,129950562;26/06/2017 22:10;0,124487442;26/06/2017 22:10;0,138524176;0,138432578
26/06/2017 22:10;399;26/06/2017 22:10;447;26/06/2017 22:10;466;26/06/2017 22:10;424;;26/06/2017 22:10;0,14721098;26/06/2017 22:10;0,129603418;26/06/2017 22:10;0,123151227;26/06/2017 22:10;0,137791314;0,138201904
26/06/2017 22:10;404;26/06/2017 22:10;447;26/06/2017 22:10;463;26/06/2017 22:10;423;;26/06/2017 22:10;0,145280694;26/06/2017 22:10;0,129603418;26/06/2017 22:10;0,124152307;26/06/2017 22:10;0,138157312;0,137680475
26/06/2017 22:10;401;26/06/2017 22:10;446;26/06/2017 22:10;463;26/06/2017 22:10;422;;26/06/2017 22:10;0,146435979;26/06/2017 22:10;0,129950562;26/06/2017 22:10;0,124152307;26/06/2017 22:10;0,138524176;0,138303573
26/06/2017 22:10;401;26/06/2017 22:10;449;26/06/2017 22:10;465;26/06/2017 22:11;424;;26/06/2017 22:10;0,146435979;26/06/2017 22:10;0,128911452;26/06/2017 22:10;0,123484202;26/06/2017 22:11;0,137791314;0,137712915
26/06/2017 22:10;403;26/06/2017 22:10;447;26/06/2017 22:10;463;26/06/2017 22:11;421;;26/06/2017 22:10;0,145664833;26/06/2017 22:10;0,129603418;26/06/2017 22:10;0,124152307;26/06/2017 22:11;0,138891911;0,138053387
26/06/2017 22:10;401;26/06/2017 22:10;447;26/06/2017 22:10;463;26/06/2017 22:11;422;;26/06/2017 22:10;0,146435979;26/06/2017 22:10;0,129603418;26/06/2017 22:10;0,124152307;26/06/2017 22:11;0,138524176;0,138187858
26/06/2017 22:10;402;26/06/2017 22:10;448;26/06/2017 22:11;464;26/06/2017 22:11;423;;26/06/2017 22:10;0,146049926;26/06/2017 22:10;0,129257049;26/06/2017 22:11;0,123817894;26/06/2017 22:11;0,138157312;0,137821429
26/06/2017 22:11;402;26/06/2017 22:10;448;26/06/2017 22:11;463;26/06/2017 22:11;421;;26/06/2017 22:11;0,146049926;26/06/2017 22:10;0,129257049;26/06/2017 22:11;0,124152307;26/06/2017 22:11;0,138891911;0,138066295
26/06/2017 22:11;400;26/06/2017 22:10;447;26/06/2017 22:11;463;26/06/2017 22:11;423;;26/06/2017 22:11;0,146822995;26/06/2017 22:10;0,129603418;26/06/2017 22:11;0,124152307;26/06/2017 22:11;0,138157312;0,138194575
26/06/2017 22:11;401;26/06/2017 22:11;448;26/06/2017 22:11;463;26/06/2017 22:11;423;;26/06/2017 22:11;0,146435979;26/06/2017 22:11;0,129257049;26/06/2017 22:11;0,124152307;26/06/2017 22:11;0,138157312;0,137950113
26/06/2017 22:11;402;26/06/2017 22:11;446;26/06/2017 22:11;463;26/06/2017 22:11;422;;26/06/2017 22:11;0,146049926;26/06/2017 22:11;0,129950562;26/06/2017 22:11;0,124152307;26/06/2017 22:11;0,138524176;0,138174888
26/06/2017 22:11;400;26/06/2017 22:11;448;26/06/2017 22:11;463;26/06/2017 22:11;423;;26/06/2017 22:11;0,146822995;26/06/2017 22:11;0,129257049;26/06/2017 22:11;0,124152307;26/06/2017 22:11;0,138157312;0,138079119
26/06/2017 22:11;401;26/06/2017 22:11;448;26/06/2017 22:11;464;26/06/2017 22:11;424;;26/06/2017 22:11;0,146435979;26/06/2017 22:11;0,129257049;26/06/2017 22:11;0,123817894;26/06/2017 22:11;0,137791314;0,137828114
26/06/2017 22:11;401;26/06/2017 22:11;447;26/06/2017 22:11;462;26/06/2017 22:11;422;;26/06/2017 22:11;0,146435979;26/06/2017 22:11;0,129603418;26/06/2017 22:11;0,124487442;26/06/2017 22:11;0,138524176;0,138187858
26/06/2017 22:11;400;26/06/2017 22:11;448;26/06/2017 22:11;464;26/06/2017 22:11;422;;26/06/2017 22:11;0,146822995;26/06/2017 22:11;0,129257049;26/06/2017 22:11;0,123817894;26/06/2017 22:11;0,138524176;0,138201407
26/06/2017 22:11;401;26/06/2017 22:11;448;26/06/2017 22:11;464;26/06/2017 22:12;425;;26/06/2017 22:11;0,146435979;26/06/2017 22:11;0,129257049;26/06/2017 22:11;0,123817894;26/06/2017 22:12;0,137426179;0,137706402
26/06/2017 22:11;402;26/06/2017 22:11;447;26/06/2017 22:11;463;26/06/2017 22:12;423;;26/06/2017 22:11;0,146049926;26/06/2017 22:11;0,129603418;26/06/2017 22:11;0,124152307;26/06/2017 22:12;0,138157312;0,137936885
26/06/2017 22:11;402;26/06/2017 22:11;448;26/06/2017 22:11;463;26/06/2017 22:12;421;;26/06/2017 22:11;0,146049926;26/06/2017 22:11;0,129257049;26/06/2017 22:11;0,124152307;26/06/2017 22:12;0,138891911;0,138066295
26/06/2017 22:11;401;26/06/2017 22:11;449;26/06/2017 22:12;464;26/06/2017 22:12;423;;26/06/2017 22:11;0,146435979;26/06/2017 22:11;0,128911452;26/06/2017 22:12;0,123817894;26/06/2017 22:12;0,138157312;0,137834914
26/06/2017 22:12;402;26/06/2017 22:11;448;26/06/2017 22:12;463;26/06/2017 22:12;423;;26/06/2017 22:12;0,146049926;26/06/2017 22:11;0,129257049;26/06/2017 22:12;0,124152307;26/06/2017 22:12;0,138157312;0,137821429
26/06/2017 22:12;401;26/06/2017 22:11;447;26/06/2017 22:12;462;26/06/2017 22:12;421;;26/06/2017 22:12;0,146435979;26/06/2017 22:11;0,129603418;26/06/2017 22:12;0,124487442;26/06/2017 22:12;0,138891911;0,138310436
26/06/2017 22:12;400;26/06/2017 22:12;449;26/06/2017 22:12;464;26/06/2017 22:12;423;;26/06/2017 22:12;0,146822995;26/06/2017 22:12;0,128911452;26/06/2017 22:12;0,123817894;26/06/2017 22:12;0,138157312;0,13796392
26/06/2017 22:12;402;26/06/2017 22:12;448;26/06/2017 22:12;463;26/06/2017 22:12;423;;26/06/2017 22:12;0,146049926;26/06/2017 22:12;0,129257049;26/06/2017 22:12;0,124152307;26/06/2017 22:12;0,138157312;0,137821429
26/06/2017 22:12;402;26/06/2017 22:12;447;26/06/2017 22:12;462;26/06/2017 22:12;421;;26/06/2017 22:12;0,146049926;26/06/2017 22:12;0,129603418;26/06/2017 22:12;0,124487442;26/06/2017 22:12;0,138891911;0,138181752
26/06/2017 22:12;400;26/06/2017 22:12;448;26/06/2017 22:12;464;26/06/2017 22:12;423;;26/06/2017 22:12;0,146822995;26/06/2017 22:12;0,129257049;26/06/2017 22:12;0,123817894;26/06/2017 22:12;0,138157312;0,138079119
26/06/2017 22:12;402;26/06/2017 22:12;448;26/06/2017 22:12;463;26/06/2017 22:12;424;;26/06/2017 22:12;0,146049926;26/06/2017 22:12;0,129257049;26/06/2017 22:12;0,124152307;26/06/2017 22:12;0,137791314;0,13769943
26/06/2017 22:12;402;26/06/2017 22:12;447;26/06/2017 22:12;462;26/06/2017 22:12;423;;26/06/2017 22:12;0,146049926;26/06/2017 22:12;0,129603418;26/06/2017 22:12;0,124487442;26/06/2017 22:12;0,138157312;0,137936885
26/06/2017 22:12;400;26/06/2017 22:12;449;26/06/2017 22:12;463;26/06/2017 22:13;424;;26/06/2017 22:12;0,146822995;26/06/2017 22:12;0,128911452;26/06/2017 22:12;0,124152307;26/06/2017 22:13;0,137791314;0,137841921
26/06/2017 22:12;402;26/06/2017 22:12;449;26/06/2017 22:12;464;26/06/2017 22:13;423;;26/06/2017 22:12;0,146049926;26/06/2017 22:12;0,128911452;26/06/2017 22:12;0,123817894;26/06/2017 22:13;0,138157312;0,13770623
26/06/2017 22:12;403;26/06/2017 22:12;446;26/06/2017 22:12;463;26/06/2017 22:13;423;;26/06/2017 22:12;0,145664833;26/06/2017 22:12;0,129950562;26/06/2017 22:12;0,124152307;26/06/2017 22:13;0,138157312;0,137924236
26/06/2017 22:12;402;26/06/2017 22:12;449;26/06/2017 22:13;463;26/06/2017 22:13;423;;26/06/2017 22:12;0,146049926;26/06/2017 22:12;0,128911452;26/06/2017 22:13;0,124152307;26/06/2017 22:13;0,138157312;0,13770623
26/06/2017 22:13;401;26/06/2017 22:12;450;26/06/2017 22:13;464;26/06/2017 22:13;423;;26/06/2017 22:13;0,146435979;26/06/2017 22:12;0,128566625;26/06/2017 22:13;0,123817894;26/06/2017 22:13;0,138157312;0,137719972
26/06/2017 22:13;402;26/06/2017 22:12;449;26/06/2017 22:13;464;26/06/2017 22:13;425;;26/06/2017 22:13;0,146049926;26/06/2017 22:12;0,128911452;26/06/2017 22:13;0,123817894;26/06/2017 22:13;0,137426179;0,137462519
